,w_index,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Airport_Code,tavg_cat,prcp_cat,wspd_cat
472,PHL 2022-04-20,2022-04-20,8.7,3.3,15.6,0.0,0.0,282.0,14.4,,1027.5,,PHL,b) 0-10,a) 0-1,b) Light or Gentle Breeze
473,PHL 2022-04-21,2022-04-21,11.7,6.1,17.2,0.0,0.0,187.0,14.4,,1030.4,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
474,PHL 2022-04-22,2022-04-22,15.4,7.8,21.7,0.0,0.0,311.0,12.6,,1028.4,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
475,PHL 2022-04-23,2022-04-23,14.3,11.1,16.7,0.0,0.0,112.0,10.8,,1027.3,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
476,PHL 2022-04-24,2022-04-24,15.3,10.0,22.2,0.0,0.0,98.0,15.8,,1022.3,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
477,PHL 2022-04-25,2022-04-25,12.4,7.8,16.7,0.0,0.0,88.0,15.8,,1022.5,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
478,PHL 2022-04-26,2022-04-26,15.6,12.2,22.2,0.8,0.0,8.0,13.0,,1017.2,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
479,PHL 2022-04-27,2022-04-27,13.2,6.7,15.0,0.0,0.0,297.0,28.4,,1016.6,,PHL,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
480,PHL 2022-04-28,2022-04-28,9.1,4.4,15.6,0.0,0.0,321.0,27.4,,1018.9,,PHL,b) 0-10,a) 0-1,c) Moderate or Fresh Breeze
481,PHL 2022-04-29,2022-04-29,11.7,6.1,18.9,0.0,0.0,319.0,19.8,,1020.5,,PHL,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
482,PHL 2022-04-30,2022-04-30,13.9,6.1,21.1,0.0,0.0,319.0,13.7,,1020.2,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
483,PHL 2022-05-01,2022-05-01,15.2,7.2,22.8,0.0,0.0,264.0,6.8,,1019.2,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
484,PHL 2022-05-02,2022-05-02,16.3,12.2,23.9,0.5,0.0,66.0,9.7,,1016.2,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
485,PHL 2022-05-03,2022-05-03,17.4,11.1,23.9,0.0,0.0,79.0,14.8,,1019.5,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
486,PHL 2022-05-04,2022-05-04,13.7,11.1,20.0,2.8,0.0,57.0,6.5,,1015.6,,PHL,c) 10-20,b) 1-10,b) Light or Gentle Breeze
487,PHL 2022-05-05,2022-05-05,18.6,15.0,23.9,0.0,0.0,339.0,11.9,,1017.8,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
488,PHL 2022-05-06,2022-05-06,14.8,10.6,16.1,18.8,0.0,76.0,14.4,,1012.5,,PHL,c) 10-20,c) 10-20,b) Light or Gentle Breeze
489,PHL 2022-05-07,2022-05-07,10.8,7.2,12.2,22.4,0.0,52.0,32.0,,1007.7,,PHL,c) 10-20,d) 20-30,c) Moderate or Fresh Breeze
490,PHL 2022-05-08,2022-05-08,10.0,6.7,15.6,2.0,0.0,44.0,23.4,,1017.8,,PHL,b) 0-10,b) 1-10,c) Moderate or Fresh Breeze
491,PHL 2022-05-09,2022-05-09,14.8,9.4,22.8,0.0,0.0,48.0,21.6,,1022.5,,PHL,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
492,PHL 2022-05-10,2022-05-10,16.8,11.7,23.3,0.0,0.0,51.0,22.0,,1025.9,,PHL,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
493,PHL 2022-05-11,2022-05-11,17.2,12.2,23.3,0.0,0.0,53.0,18.7,,1024.3,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
494,PHL 2022-05-12,2022-05-12,18.7,13.9,25.0,0.0,0.0,67.0,15.5,,1024.6,,PHL,c) 10-20,a) 0-1,b) Light or Gentle Breeze
495,SFO 2022-04-10,2022-04-10,13.5,10.0,17.2,0.0,,286.0,35.6,,1015.2,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
496,SFO 2022-04-11,2022-04-11,11.5,8.3,13.9,3.0,,280.0,37.1,,1014.7,,SFO,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
497,SFO 2022-04-12,2022-04-12,10.4,7.8,14.4,0.0,,291.0,29.9,,1022.9,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
498,SFO 2022-04-13,2022-04-13,10.9,7.2,16.1,0.0,,263.0,13.3,,1023.9,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
499,SFO 2022-04-14,2022-04-14,12.8,10.0,16.1,0.5,,206.0,15.1,,1018.1,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
500,SFO 2022-04-15,2022-04-15,12.6,8.3,17.8,0.0,,306.0,14.0,,1016.6,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
501,SFO 2022-04-16,2022-04-16,13.8,8.3,16.7,10.2,,238.0,23.8,,1016.4,,SFO,c) 10-20,c) 10-20,c) Moderate or Fresh Breeze
502,SFO 2022-04-17,2022-04-17,11.0,7.8,15.0,0.0,,279.0,19.1,,1022.8,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
503,SFO 2022-04-18,2022-04-18,11.8,7.2,20.0,0.0,,188.0,14.0,,1018.7,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
504,SFO 2022-04-19,2022-04-19,14.9,11.1,18.3,2.3,,278.0,14.8,,1016.6,,SFO,c) 10-20,b) 1-10,b) Light or Gentle Breeze
505,SFO 2022-04-20,2022-04-20,14.4,11.1,20.0,4.3,,188.0,21.6,,1014.6,,SFO,c) 10-20,b) 1-10,c) Moderate or Fresh Breeze
506,SFO 2022-04-21,2022-04-21,15.2,12.2,17.8,4.3,,229.0,18.7,,1013.1,,SFO,c) 10-20,b) 1-10,b) Light or Gentle Breeze
507,SFO 2022-04-22,2022-04-22,13.8,10.6,16.7,0.0,,279.0,22.7,,1018.6,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
508,SFO 2022-04-23,2022-04-23,13.8,10.6,21.1,0.0,,298.0,21.2,,1022.6,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
509,SFO 2022-04-24,2022-04-24,13.9,10.6,19.4,0.0,,301.0,22.3,,1020.1,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
510,SFO 2022-04-25,2022-04-25,13.9,10.0,20.0,0.0,,300.0,22.0,,1018.0,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
511,SFO 2022-04-26,2022-04-26,13.6,10.0,16.7,0.0,,282.0,38.9,,1016.5,,SFO,c) 10-20,a) 0-1,d) Strong Breeze or worse
512,SFO 2022-04-27,2022-04-27,12.2,10.0,15.6,0.0,,275.0,32.8,,1016.5,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
513,SFO 2022-04-28,2022-04-28,12.3,10.0,15.6,0.0,,287.0,33.8,,1018.7,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
514,SFO 2022-04-29,2022-04-29,12.8,8.3,18.9,0.0,,288.0,19.4,,1020.0,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
515,SFO 2022-04-30,2022-04-30,13.6,10.6,17.8,0.0,,283.0,32.0,,1017.2,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
516,SFO 2022-05-01,2022-05-01,13.4,9.4,19.4,0.0,,290.0,25.6,,1014.1,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
517,SFO 2022-05-02,2022-05-02,13.2,10.6,16.7,0.0,,274.0,33.5,,1016.6,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
518,SFO 2022-05-03,2022-05-03,14.4,8.9,21.7,0.0,,295.0,21.2,,1016.0,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
519,SFO 2022-05-04,2022-05-04,14.8,10.0,22.2,0.0,,312.0,19.1,,1014.4,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
520,SFO 2022-05-05,2022-05-05,13.4,10.6,18.3,0.0,,295.0,16.9,,1017.5,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
521,SFO 2022-05-06,2022-05-06,16.3,13.3,21.1,0.0,,308.0,14.8,,1018.3,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
522,SFO 2022-05-07,2022-05-07,15.1,10.6,17.2,0.0,,294.0,36.7,,1017.9,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
523,SFO 2022-05-08,2022-05-08,12.6,10.0,16.1,0.0,,293.0,31.7,,1016.7,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
524,SFO 2022-05-09,2022-05-09,12.3,8.9,16.1,0.0,,278.0,18.4,,1018.3,,SFO,c) 10-20,a) 0-1,b) Light or Gentle Breeze
525,SFO 2022-05-10,2022-05-10,12.1,9.4,15.6,0.0,,285.0,27.0,,1021.9,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
526,SFO 2022-05-11,2022-05-11,12.3,8.3,16.7,0.0,,288.0,26.6,,1024.3,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
527,SFO 2022-05-12,2022-05-12,12.9,10.0,17.8,0.0,,292.0,29.5,,1026.4,,SFO,c) 10-20,a) 0-1,c) Moderate or Fresh Breeze
